age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,label,shap_age,shap_workclass,shap_fnlwgt,shap_education,shap_education_num,shap_marital_status,shap_occupation,shap_relationship,shap_race,shap_sex,shap_capital_gain,shap_capital_loss,shap_hours_per_week
0.136986301369863,0.15112083544519772,0.5333333333333333,0.0,0.0,0.19387755102040813,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0031324134,-0.0037753568,-0.11550777,0.015448779,-0.015931161,-0.0141807245,0.03541501,0.0011844315,0.056190975,0.025456574,0.03456225,-0.012225093,0.0032582723
0.27397260273972607,0.07065671037598714,0.7333333333333334,0.0,0.0,0.2959183673469387,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-0.03844268,-0.010830332,-0.30883473,-0.011751825,-0.0041913097,-0.015016925,-0.0014558514,-0.0038691412,0.25443372,0.07623464,0.05445366,0.005109405,0.011981673
0.4520547945205479,0.19768890940812595,0.8666666666666667,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.070620455,-0.0044358224,0.75633526,0.011553075,0.0010899715,0.07081756,-0.11808357,0.0038435757,-0.0006808229,-0.09453571,0.016004656,0.0004769005,0.004045196
0.1095890410958904,0.14489564462465687,0.5333333333333333,0.0,0.0,0.39795918367346933,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-0.023562096,0.0022025984,-0.1446166,0.003691622,0.009184637,-0.03144128,-0.003674934,0.015031599,0.10891414,0.040003613,0.041274812,-0.004666227,-0.00039659953
0.1780821917808219,0.19547082448859426,0.4666666666666667,0.0,0.0,0.39795918367346933,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-0.0050049783,-0.016347535,-0.106042914,0.00051635085,0.011155365,-0.032767124,0.0018496444,0.0039978,0.09619349,0.04462086,0.044775993,-0.01591762,-0.014756787
0.2876712328767123,0.16523478077592824,0.7333333333333334,0.0,0.0,0.2959183673469387,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,-0.043855194,0.002273311,-0.2863651,0.0016542107,0.0060268044,-0.022886343,0.0042303447,-0.013231437,0.24003689,0.03753665,0.05583629,0.019346813,0.006613483
0.3424657534246575,0.17452782057265398,0.8666666666666667,0.0,0.0,0.39795918367346933,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,-0.050124276,-0.023288995,-0.4345698,0.028263247,-0.0025901075,-0.0786376,0.072573505,0.00011100457,0.35626093,0.014168357,0.08075358,0.043791994,-0.009101306
0.27397260273972607,0.2983357672047948,0.6,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,-0.01649952,0.005507673,-0.16247246,0.00031306315,-0.005009921,-0.046671595,0.060628597,0.019574603,0.13096753,-0.021324307,0.037964962,0.009761086,-0.0016748337
0.0821917808219178,0.1779118219242472,0.5333333333333333,0.0,0.0,0.2959183673469387,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,-0.020282963,-0.013199603,-0.1307425,0.0014829793,0.006022136,-0.018288663,0.02120186,-0.009766194,0.14438829,-0.012795616,0.040456034,0.023571886,-0.022051595
0.0410958904109589,0.027803845015079966,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.010478209,-0.001507011,-0.085555196,0.009694614,-0.0026984704,-0.0284992,0.020735951,0.0012378943,0.055514622,0.022461912,0.021873845,-0.001875268,-0.008871847
0.3424657534246575,0.16342652300970367,0.8666666666666667,0.04687046870468704,0.0,0.346938775510204,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0.07061834,-0.030237284,0.43373236,0.03040554,0.022485934,0.013318084,-0.012082659,0.014544964,-0.38253987,-0.067908525,-0.028012298,-0.03269696,0.0055406597
0.35616438356164376,0.19513459894649332,0.7333333333333334,0.0,0.0,0.37755102040816324,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,-0.035712864,0.010103574,-0.36848897,0.013266305,0.049632914,-0.031977694,-0.014993917,0.027753133,0.31158346,-0.024435148,0.07715738,-0.02667386,-0.00094924495
0.2328767123287671,0.08251075168990972,0.8,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,-0.04485951,-0.0075758398,-0.7341827,0.0031947978,0.0051494874,-0.09725852,0.11173549,0.011639915,-0.003201671,0.005173214,-0.0027088486,0.012791626,-0.007418923
0.1780821917808219,0.23555108370008682,0.2,0.0,0.0,0.44897959183673464,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.00026406348,-0.00049130875,-0.015793428,-0.0016171196,-0.0023620783,-0.009660059,0.009485662,-0.00043425238,0.016478809,0.008589993,0.010749938,-0.0008108143,-0.0012303429
0.30136986301369856,0.18279127419443875,0.5333333333333333,0.0,0.0,0.39795918367346933,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0072242105,-0.013462825,-0.17630793,0.012750087,-0.010050175,-0.029654855,-0.017418006,0.0012308429,0.18558148,-0.021564184,0.06102706,-0.015740335,0.023263268
0.3150684931506849,0.1759036688730422,0.5333333333333333,0.0,0.0,0.6326530612244897,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,-0.049943056,-0.013379324,-0.31859288,0.010240646,-0.013385137,-0.13525556,0.18424062,4.1514635e-05,-0.009762063,0.124659665,0.000999148,0.01358883,-0.017609354
0.30136986301369856,0.03900885393927533,0.6,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.08138474,0.011935763,0.47457066,0.0019323099,-0.008519873,0.15147455,-0.18623014,-0.017280301,-0.0005279388,-0.0031098984,0.0083737485,-0.012214286,0.012522018
0.0684931506849315,0.13815524252567274,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,-0.0041658054,-0.0016009563,-0.13427605,0.013467664,0.008248413,-0.03757335,0.041278798,0.0046805604,0.07240123,0.010429969,0.03897553,-4.4415996e-05,0.00068960723
0.4794520547945205,0.017311433508471714,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-0.032498986,-0.0015550964,-0.08945758,-0.008272576,0.00073318277,-0.004083119,0.032097325,-0.00043186522,0.07329752,0.019809574,0.02865699,0.0068559228,-0.01245865
0.2054794520547945,0.15056798697920587,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,-0.048512015,-0.011464365,-0.33034477,-0.008837633,0.008217376,-0.08992844,0.18378356,0.010269739,0.00013515726,0.0015052855,-0.0148756,0.00017410144,-0.011137608
0.2465753424657534,0.2519709340546291,0.6,0.07443074430744308,0.0,0.39795918367346933,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,-0.046789896,0.0002512238,-0.30345643,-0.027759269,0.019722689,-0.07506881,-0.019044356,0.011330484,0.3475844,-0.024029683,0.0858648,0.018724708,-0.018938905
0.0273972602739726,0.17767428945171815,0.6,0.0,0.0,0.24489795918367346,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,-0.017707782,0.010286501,-0.1625635,-0.007478253,0.01704252,-0.019271977,0.0065202285,-0.0044938917,0.10388716,0.024734303,0.053717624,-0.009098041,0.016309196
0.1095890410958904,0.20442931150711008,0.6,0.03103031030310303,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.026791492,0.012799993,0.39379174,0.070120215,0.009873933,0.12117828,-0.17922261,0.017502222,-0.011194337,-0.14389084,-0.007564349,6.848946e-06,0.019044587
0.3424657534246575,0.12091657424646167,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-0.028406996,-0.009650547,-0.12127853,0.0063532633,0.01076933,-0.029215813,0.035485655,0.0080506345,0.06386845,0.032860916,0.046205394,0.014495539,-0.01674054
0.35616438356164376,0.09787425164725425,0.8,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.06709865,0.0031063259,0.7512821,-0.005191937,0.010988656,0.10183711,-0.12954548,0.00084195286,0.00088422,-0.009692349,0.0006082542,-0.0041906424,0.0030073673
0.4383561643835617,0.10703848862436915,0.5333333333333333,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.12653346,0.005014859,0.38881105,-0.0051083844,-0.006241536,0.1199964,-0.19790812,-0.00870705,0.018871192,0.00846668,-0.009108035,-0.026208138,0.023095595
0.6301369863013697,0.1860958192612071,0.33333333333333337,0.0,0.0,0.39795918367346933,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,-0.075588845,-0.01865668,-0.11751851,-0.017438272,0.0078013586,-0.060421772,0.11298715,-0.0033113807,0.010994708,0.08928196,0.0036028128,0.012158286,-0.0082035605
0.1917808219178082,0.0730930909833008,0.2,0.0,0.0,0.39795918367346933,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,-0.004640474,-0.0016102032,-0.019188946,0.0008475288,0.0006065062,-0.00914435,2.9377523e-05,0.0028338558,0.0334348,-0.0026229625,0.016182022,-0.0017627373,-0.0022333094
0.2602739726027397,0.14259308512862717,0.6,0.0,0.0,0.39795918367346933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-0.024295826,0.006568671,-0.18822703,-0.005055017,0.01616608,-0.026308201,0.0652145,-6.612553e-05,0.1186526,0.039744373,0.054435287,-0.022779552,-0.021400185
0.2328767123287671,0.36404611475494847,0.8,0.15024150241502415,0.0,0.346938775510204,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.022600183,0.01728946,0.7272256,0.23970096,0.0022020265,0.040447354,-0.089196205,0.0010365024,0.005507678,0.00060354173,0.001508452,0.005831465,0.0011458993
0.3972602739726027,0.36899833225440065,1.0,0.0,0.5544077134986226,0.5510204081632653,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.03549454,0.002528429,0.82549566,-0.00018851086,0.118177794,0.05195501,-0.058741953,-0.013319399,0.006696239,0.0021026917,-0.000709936,-0.006058201,0.020728488
